CRASH_RECORD_ID,CRASH_DATE_EST_I,CRASH_DATE,POSTED_SPEED_LIMIT,TRAFFIC_CONTROL_DEVICE,DEVICE_CONDITION,WEATHER_CONDITION,LIGHTING_CONDITION,FIRST_CRASH_TYPE,TRAFFICWAY_TYPE,LANE_CNT,ALIGNMENT,ROADWAY_SURFACE_COND,ROAD_DEFECT,REPORT_TYPE,CRASH_TYPE,INTERSECTION_RELATED_I,NOT_RIGHT_OF_WAY_I,HIT_AND_RUN_I,DAMAGE,DATE_POLICE_NOTIFIED,PRIM_CONTRIBUTORY_CAUSE,SEC_CONTRIBUTORY_CAUSE,STREET_NO,STREET_DIRECTION,STREET_NAME,BEAT_OF_OCCURRENCE,PHOTOS_TAKEN_I,STATEMENTS_TAKEN_I,DOORING_I,WORK_ZONE_I,WORK_ZONE_TYPE,WORKERS_PRESENT_I,NUM_UNITS,MOST_SEVERE_INJURY,INJURIES_TOTAL,INJURIES_FATAL,INJURIES_INCAPACITATING,INJURIES_NON_INCAPACITATING,INJURIES_REPORTED_NOT_EVIDENT,INJURIES_NO_INDICATION,INJURIES_UNKNOWN,CRASH_HOUR,CRASH_DAY_OF_WEEK,CRASH_MONTH,LATITUDE,LONGITUDE,LOCATION,timestamp
9ca2ee207a81e423e1af9eb50bc4e86a48e7c646f6c212fc9a0846fbde7e10ae4ab3e63acb52bce6d6b4fffeedcb95872c4525c1e301c635522b3864ad84524e,,01/09/2025 11:30:00 AM,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",01/09/2025 12:18:00 PM,FOLLOWING TOO CLOSELY,FOLLOWING TOO CLOSELY,7114,W,ARCHER AVE,811.0,,,,,,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,11,5,1,41.792080927,-87.799674205,POINT (-87.799674205428 41.792080926768),2025-01-09 11:30:00
177684d54a11e81de44d8f80fb4781a1bea74b1573d335fad71cb122e2985194db23ba50512eb223b8e97f6e702c388124faea35a89abb96f8583b065e12ba92,,01/09/2025 11:24:00 AM,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,TURNING,"FIVE POINT, OR MORE",,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,,,"OVER $1,500",01/09/2025 11:24:00 AM,FAILING TO YIELD RIGHT-OF-WAY,UNABLE TO DETERMINE,3100,N,CLYBOURN AVE,1931.0,,,,,,,2,NONINCAPACITATING INJURY,1.0,0.0,0.0,1.0,0.0,1.0,0.0,11,5,1,41.937676853,-87.685801829,POINT (-87.685801829256 41.937676853392),2025-01-09 11:24:00
588c85af1d08b2de8a2cf92da03a09cfc0856dc82d1677c912d54e0f54aaecc6c52b7daccac4e0d58f583356c47cef98ef2878c8e17b0632e23292c6e5987675,,01/09/2025 11:20:00 AM,30,OTHER WARNING SIGN,OTHER,CLEAR,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,,"$501 - $1,500",01/09/2025 11:20:00 AM,FOLLOWING TOO CLOSELY,UNABLE TO DETERMINE,5455,S,CENTRAL AVE,814.0,,,,,,,2,"REPORTED, NOT EVIDENT",1.0,0.0,0.0,0.0,1.0,1.0,0.0,11,5,1,41.792939997,-87.762160169,POINT (-87.762160169301 41.792939997478),2025-01-09 11:20:00
36e995482347eda253ac2e78ed35926082dc6ef29526560be76822f10057ea9eca9d6e52c3347d6f811905f7c889a00281a838bf9217c104e45e8fef55ded29b,,01/09/2025 11:15:00 AM,15,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,REAR END,PARKING LOT,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,,"OVER $1,500",01/09/2025 11:15:00 AM,FAILING TO YIELD RIGHT-OF-WAY,NOT APPLICABLE,7447,W,TALCOTT AVE,1612.0,,,,,,,3,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,11,5,1,41.988741562,-87.813309051,POINT (-87.813309051094 41.98874156174),2025-01-09 11:15:00
47eaa8aa04dabf12f184250f93f0465244e1ae9ccecc5578927a1b7f97d788e783627408fcbb33bce590f405e814189acd90deca813cd5e225fb449098afc27a,,01/09/2025 11:15:00 AM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,TURNING,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",01/10/2025 11:25:00 AM,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,UNABLE TO DETERMINE,3000,E,92ND ST,424.0,,,,,,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,11,5,1,41.728360077,-87.551147618,POINT (-87.551147618344 41.728360076926),2025-01-09 11:15:00
5644e5e013bb3b577c953327d9eb58eea15b11fcca2d09ff5b6204f66526e6724cc333c54df2b6e433ff1beb16a55cb9e4175c77b85f6994a6ee4ebb2018fb82,,01/09/2025 11:15:00 AM,40,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN BARRIER,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,,"OVER $1,500",01/09/2025 11:20:00 AM,"EVASIVE ACTION DUE TO ANIMAL, OBJECT, NONMOTORIST",IMPROPER LANE USAGE,3031,S,LAKE SHORE DR NB,133.0,,,,,,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,11,5,1,41.83933549,-87.608513351,POINT (-87.60851335125 41.839335490072),2025-01-09 11:15:00
6ad00f3c75151859e270c73ccf23a6140ba8a6712264a0f379ef8742306f011475c6fee7f146bf99856eb0fcac7c0df2464ce4e9cc1304a9fc5c71259497977e,,01/09/2025 11:10:00 AM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,REAR END,RAMP,,STRAIGHT AND LEVEL,DRY,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"$501 - $1,500",01/09/2025 11:20:00 AM,FOLLOWING TOO CLOSELY,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,1989,S,CANALPORT AVE,1235.0,,,,,,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,4.0,0.0,11,5,1,41.855656252,-87.644236064,POINT (-87.644236063819 41.855656252262),2025-01-09 11:10:00
ad26308be54675c8a2fa2c61bfbb2dfa2342b34016e0ea162cfa1ea2255300498f318efc88fdfd4d0daa3cf918cd857dd8defd1d83cbb66354cbc460163f8c60,,01/09/2025 11:10:00 AM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,REAR TO FRONT,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,Y,,,$500 OR LESS,01/09/2025 11:21:00 AM,IMPROPER BACKING,NOT APPLICABLE,2158,S,CALIFORNIA AVE,1023.0,,,,,,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,11,5,1,41.851945685,-87.695593444,POINT (-87.695593443937 41.85194568497),2025-01-09 11:10:00
a4ac8f453b524f988aeeb769c8986ee6b1f8278dbbe743833af07e2fc8c764a08604243394c40d14ab4a187e512c6e39b0ab1a611842551ec9f0b6685ed9a936,,01/09/2025 11:05:00 AM,20,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,PARKED MOTOR VEHICLE,UNKNOWN,,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"$501 - $1,500",01/14/2025 12:00:00 PM,UNABLE TO DETERMINE,NOT APPLICABLE,3301,E,106TH ST,432.0,,,,,,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11,5,1,41.702652466,-87.543707495,POINT (-87.543707494885 41.702652466452),2025-01-09 11:05:00
4eb073b764756a73edee4935f057f66b3848657e691bbc60817db3d8c780ea341baf2aba33b4b7f3f85fb79a47390d4a4041d46b4968834c90f4abd1628f41c1,,01/09/2025 11:00:00 AM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,REAR END,T-INTERSECTION,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,,,"OVER $1,500",01/09/2025 11:15:00 AM,FAILING TO REDUCE SPEED TO AVOID CRASH,DISTRACTION - FROM INSIDE VEHICLE,555,N,LARAMIE AVE,1532.0,,,,,,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,11,5,1,41.890925619,-87.755305569,POINT (-87.755305569255 41.890925618871),2025-01-09 11:00:00
d2f51a02e519daecd37eac2dfd1b3138ffaec2949c975997dc5d76763f34187332f3627bbaae2939ba6220c080d1bdaf0cf5902f00af2e9e9737ce57d04a44ae,,01/09/2025 11:00:00 AM,35,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,ANGLE,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,,,"OVER $1,500",01/09/2025 12:35:00 PM,DISREGARDING STOP SIGN,FAILING TO YIELD RIGHT-OF-WAY,7762,W,HIGGINS AVE,1612.0,,,,,,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,11,5,1,41.984342311,-87.821238096,POINT (-87.821238095748 41.984342311249),2025-01-09 11:00:00
27adbb9fa21efb7b0be78836cc11e1a99727827797df8b154ba1e89f250980b4ef61720193d0b6c0f6f7996f8bb7b43df83b301e7182e7936e0e9bb3a841c3d1,,01/09/2025 10:57:00 AM,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,PEDALCYCLIST,FOUR WAY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,,,"OVER $1,500",01/09/2025 10:57:00 AM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,1700,N,HUMBOLDT BLVD,1421.0,,,,,,,2,NONINCAPACITATING INJURY,2.0,0.0,0.0,2.0,0.0,0.0,0.0,10,5,1,41.912224652,-87.702076718,POINT (-87.702076718088 41.912224651782),2025-01-09 10:57:00
47bead7944d7e20c3ef2ba55aadadb655a163b392b264726191914b6f86f9f14b9461ca8c475ad6e47383d3df0498899cef99f03e270ef21c63555a3d621af22,,01/09/2025 10:57:00 AM,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,Y,"$501 - $1,500",01/09/2025 10:57:00 AM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,2452,E,75TH ST,334.0,,,,,,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10,5,1,41.759123189,-87.56431781,POINT (-87.564317809563 41.759123188792),2025-01-09 10:57:00
4f3ef58fb7175aaf7c4d3ed1ef4cc5a431661bc8deb988c60b6a62ecd06364eb7d961f6fe2dd6fed304bdab12ff259d923a5b383ec077267dd67a3889724748f,,01/09/2025 10:46:00 AM,30,OTHER,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,"OVER $1,500",01/09/2025 10:50:00 AM,IMPROPER OVERTAKING/PASSING,IMPROPER OVERTAKING/PASSING,3140,N,ASHLAND AVE,1931.0,,,,,,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,10,5,1,41.939089805,-87.668789815,POINT (-87.66878981479 41.939089804982),2025-01-09 10:46:00
6e79d3303f88caac7fcf292a3135afefd8f4438ec9291f0aa9f223eece6dd2ca7d7fcc3bdb2a8392cec110ab77f80c3a8cbaf684af1f2304946cf1ffe39b9e93,,01/09/2025 10:45:00 AM,30,TRAFFIC SIGNAL,NOT FUNCTIONING,CLEAR,DAYLIGHT,ANGLE,FOUR WAY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,,,"OVER $1,500",01/09/2025 11:30:00 AM,DISREGARDING TRAFFIC SIGNALS,FAILING TO YIELD RIGHT-OF-WAY,200,E,31ST ST,133.0,,Y,,,,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,10,5,1,41.838475304,-87.621863105,POINT (-87.621863105414 41.838475303648),2025-01-09 10:45:00
9dae434f28d5217c5d23775357d06401ccfbbe97e4aaeaa9381065e2e7138573acc80470a5d902d4543b5e2d802431f366d463c58a54c72cd25e5e5372dd3d1b,,01/09/2025 10:45:00 AM,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,OTHER OBJECT,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,$500 OR LESS,01/09/2025 11:40:00 AM,UNABLE TO DETERMINE,NOT APPLICABLE,1910,W,NORTH AVE,1434.0,,,,,,,1,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10,5,1,41.910626342,-87.675507074,POINT (-87.675507073903 41.910626342412),2025-01-09 10:45:00
ac167a2246b09db786f89b6c04d4b9012cee07a175aa3cf42d97deb72cfa2627f3f8ce5e770c410cda5277388bf37e0fb59751cf1683a43635d67de576a31b1b,,01/09/2025 10:45:00 AM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,ANGLE,FOUR WAY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,,,"OVER $1,500",01/09/2025 10:50:00 AM,FAILING TO YIELD RIGHT-OF-WAY,UNABLE TO DETERMINE,3999,W,WASHINGTON BLVD,1122.0,,,,,,,2,"REPORTED, NOT EVIDENT",1.0,0.0,0.0,0.0,1.0,2.0,0.0,10,5,1,41.88181318,-87.725613535,POINT (-87.72561353484 41.881813180311),2025-01-09 10:45:00
5affe40286d4b33b6a7718d86d355844e345a99685298d9bd9c477151d70d4739af7e42f71bdf3fb52e67b144b0b19e1ce77935bc6e60a320c8fa11028deb2c4,,01/09/2025 10:36:00 AM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,ANGLE,FOUR WAY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,,,"OVER $1,500",01/09/2025 10:36:00 AM,DISREGARDING OTHER TRAFFIC SIGNS,NOT APPLICABLE,4300,S,WENTWORTH AVE,925.0,,,,,,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,10,5,1,41.816394534,-87.63134009,POINT (-87.631340089793 41.816394533729),2025-01-09 10:36:00
612feeb9c9987d44d87bb1b0cf0b78e7906811663b2873a9609cbe5e3cc5a4ea15f71dc2ff0e0fccef3bf4caf245fa646bf06bfeede020483097c9ee85d25af1,,01/09/2025 10:30:00 AM,25,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,ONE-WAY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,"$501 - $1,500",01/09/2025 10:40:00 AM,FAILING TO YIELD RIGHT-OF-WAY,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,1726,W,LELAND AVE,1912.0,,,,,,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,10,5,1,41.967130044,-87.67214178,POINT (-87.67214177951 41.967130044169),2025-01-09 10:30:00
89b08a6ec87ecbfb02dce4d03cc46a0308b41315d22e3a59c5cc3ae29f7b806c09c9e1e34df155c09cd193ffa0631f3756234ec9f4fd4ba4c7d9a2a362204283,,01/09/2025 10:30:00 AM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,UNKNOWN,DAYLIGHT,TURNING,NOT DIVIDED,,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,ON SCENE,NO INJURY / DRIVE AWAY,,,,"$501 - $1,500",01/10/2025 11:00:00 AM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,1732,N,HALSTED ST,1813.0,,,,,,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,10,5,1,41.913773136,-87.648506953,POINT (-87.648506952981 41.91377313589),2025-01-09 10:30:00
d49a67c94fa2d17b0708d89af505ff87f680af9bf48c7aaa5331d5794c67a3d0a8d1652dd61c61eda3201fa4d6089cc64b837e012c142e37e5837f744e2eee4b,,01/09/2025 10:30:00 AM,30,NO CONTROLS,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,ANGLE,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,,Y,"OVER $1,500",01/09/2025 11:45:00 AM,DISREGARDING TRAFFIC SIGNALS,DISREGARDING TRAFFIC SIGNALS,9900,S,HALSTED ST,2232.0,,,,,,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,10,5,1,41.714118868,-87.643145408,POINT (-87.643145408182 41.71411886809),2025-01-09 10:30:00
df1492d06a64584562b734007502a598bfc45512b23db9f879096595f6d3e5027c64b96a7baaeb8c67d497858565ef719f194a2d91d767723835cbe974bd0e1b,,01/09/2025 10:17:00 AM,30,TRAFFIC SIGNAL,UNKNOWN,CLEAR,DAYLIGHT,TURNING,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,UNKNOWN,ON SCENE,NO INJURY / DRIVE AWAY,,,,"$501 - $1,500",01/09/2025 10:17:00 AM,IMPROPER TURNING/NO SIGNAL,IMPROPER LANE USAGE,5501,S,HALSTED ST,711.0,,,,,,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,10,5,1,41.793873908,-87.645001611,POINT (-87.645001610931 41.793873907747),2025-01-09 10:17:00
46e0be3f69e292372efe68795b27c1fd50088b18278a907f9f925a1eb6ac5a11722c02ada2195f9d436c8e867f332280cf432e9d2f6a8a4612199110b1eaa480,,01/09/2025 10:00:00 AM,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,ONE-WAY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,"OVER $1,500",01/09/2025 10:30:00 AM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,3601,W,DOUGLAS BLVD,1011.0,,,,,,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10,5,1,41.86228753,-87.715362541,POINT (-87.715362541313 41.862287529645),2025-01-09 10:00:00
82cd320bc89313f5e49ffd99415e39b9c15048f153bf2b83864a067bb816fe893944bf0f86569c6c5a496bb713c8f733f41db585f806129c31a4772509a4126b,,01/09/2025 10:00:00 AM,30,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,PARKED MOTOR VEHICLE,UNKNOWN,,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",01/10/2025 01:30:00 PM,UNABLE TO DETERMINE,NOT APPLICABLE,831,N,DEARBORN ST,1832.0,,,,,,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,10,5,1,41.897624672,-87.629657523,POINT (-87.629657522998 41.897624671947),2025-01-09 10:00:00
a893c0284cda351218434d400d48085327e5909c7029647c88a8314abdc9c638fe1de405362c057733503fa3ddcef06289fd5228d4cbf80fdeb23a49cbcb838f,,01/09/2025 10:00:00 AM,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,FOUR WAY,,STRAIGHT AND LEVEL,UNKNOWN,NO DEFECTS,,NO INJURY / DRIVE AWAY,,,,"OVER $1,500",01/09/2025 10:40:00 AM,IMPROPER OVERTAKING/PASSING,UNABLE TO DETERMINE,3200,N,LAKE SHORE DR SB,1925.0,,,,,,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,3.0,0.0,10,5,1,41.940442903,-87.638633539,POINT (-87.638633539238 41.940442902597),2025-01-09 10:00:00
5807802e0b97678f5d7048e003207f6773ddd708a2dc50e67749b22efed7a14e37cc6610fd8a19f5993893e9a06915aad5a34d9b1fa4022091c73b0ba1270d83,,01/09/2025 09:59:00 AM,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,Y,"OVER $1,500",01/09/2025 10:00:00 AM,UNABLE TO DETERMINE,NOT APPLICABLE,134,W,OAK ST,1824.0,,,,,,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9,5,1,41.900646884,-87.63276172,POINT (-87.63276172046 41.900646883925),2025-01-09 09:59:00
94cbd84c7d14e8283d5c57b6bcc095c55679271072bb3a2fffb6bd78aa56c97769ec34463fe01a0ff4d3b149d1f134e7a7c2c782e91c6df253a88a172e2a0cb9,,01/09/2025 09:57:00 AM,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",01/09/2025 11:10:00 AM,FOLLOWING TOO CLOSELY,NOT APPLICABLE,9540,S,STATE ST,511.0,,,,,,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,3.0,0.0,9,5,1,41.720432588,-87.62384993,POINT (-87.623849929973 41.720432587984),2025-01-09 09:57:00
65e740b63d4e151dc971d0bcbe0165337546fce772c6306170be7aeb819d487f3c0f12c5aa75e448fff25fc9cf20529e97e836145332f7de30e44b5bf3eb5d2e,,01/09/2025 09:55:00 AM,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,"OVER $1,500",01/09/2025 10:03:00 AM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,3527,W,ARMITAGE AVE,1422.0,,,,,,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,9,5,1,41.91719803,-87.714660372,POINT (-87.714660372195 41.917198029831),2025-01-09 09:55:00
49fdc379ec68c8477d65c9d1287bfeafdba646a62c89d6ff7d93810b605a4f2dbc2bf4ae5ea726428a09cc1f9146ea3a9ddba9bc3991ab580629be9bbea4ee20,,01/09/2025 09:48:00 AM,25,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,"OVER $1,500",01/09/2025 09:52:00 AM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,338,N,CENTRAL AVE,1512.0,,,,,,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,9,5,1,41.886907002,-87.765246468,POINT (-87.765246467793 41.886907002275),2025-01-09 09:48:00
4e193b8c6bc823941bc3ef2267e936904716977c4d9d9dcaa2e2cef9376ef1659a0f640213b38694b1362d00f32a9f88aac6d668844a2dd155e0a47bd25caecb,,01/09/2025 09:33:00 AM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,TURNING,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,,Y,"OVER $1,500",01/09/2025 10:45:00 AM,FAILING TO YIELD RIGHT-OF-WAY,IMPROPER TURNING/NO SIGNAL,4700,W,NORTH AVE,2533.0,,,,,,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,9,5,1,41.909761096,-87.743654442,POINT (-87.74365444247 41.909761095567),2025-01-09 09:33:00
7553cfe5d58363c5c1f60db806f843a41e3105886b2d4409111603ecc6846b7d0ef6e9cd7ad287837d0b4fe73f933ebf71f331aac0c01fff97410f7a0d3ca3f4,,01/09/2025 09:30:00 AM,10,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,PARKING LOT,,STRAIGHT AND LEVEL,UNKNOWN,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,Y,,"OVER $1,500",01/10/2025 06:25:00 PM,UNABLE TO DETERMINE,NOT APPLICABLE,600,W,JACKSON BLVD,121.0,,,,,,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9,5,1,41.878108061,-87.642608829,POINT (-87.642608829372 41.878108061297),2025-01-09 09:30:00
abf968dfde438f0ca804d638d01196a0852512baead58c57e71bee2043ab137840cb7b5d98bde3b554e491b50b49ef2578034d40c8349987aa1e5d61ecc4bb4f,,01/09/2025 09:20:00 AM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,ANGLE,FOUR WAY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,,,"OVER $1,500",01/09/2025 09:24:00 AM,DISREGARDING TRAFFIC SIGNALS,NOT APPLICABLE,2400,W,26TH ST,1034.0,,,,,,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,4.0,0.0,9,5,1,41.844934632,-87.685531519,POINT (-87.68553151932 41.844934632259),2025-01-09 09:20:00
